TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
RANI4;5,50;;2,93;1,05;0,39;46,85;40,73;28,58;2,06;5,58;1,59;0,81;0,84;1,58;-0,58;3,91;35,81;13,31;17,18;0,37;0,63;0,47;14,44;;;5,24;1,88;0,10;2.628.653.933,73
RAPT3;9,88;5,18;6,84;1,11;0,26;25,11;12,03;4,20;2,39;5,05;2,37;1,10;0,29;0,84;-0,61;2,17;16,22;3,80;12,11;0,23;0,67;0,90;30,59;59,09;134.626,67;8,91;1,45;-0,23;3.662.390.477,56
RAPT4;11,80;4,34;8,16;1,32;0,31;25,11;12,03;4,20;2,85;5,05;2,37;1,10;0,34;1,00;-0,73;2,17;16,22;3,80;12,11;0,23;0,67;0,90;30,59;59,09;16.958.199,59;8,91;1,45;-0,28;3.662.390.477,56
RCSL3;1,62;;-16,14;476,23;3,38;13,16;9,23;-19,27;33,71;24,53;-0,04;-0,61;3,11;20,76;-6,90;1,47;-2.950,58;-20,92;1.416,28;0,01;0,99;1,09;362,53;;4.208.179,44;0,00;-0,10;-0,05;150.350.242,26
RCSL4;0,96;;-9,56;282,21;2,00;13,16;9,23;-19,27;19,97;24,53;-0,04;-0,61;1,84;12,30;-4,09;1,47;-2.950,58;-20,92;1.416,28;0,01;0,99;1,09;362,53;;3.091.284,30;0,00;-0,10;-0,03;150.350.242,26
RDNI3;4,45;3,24;-56,03;0,31;0,08;24,68;8,66;-0,56;3,62;16,64;13,02;1,13;0,31;0,67;-0,12;1,71;-0,56;-0,15;2,47;0,27;0,72;0,27;18,15;;43.591,33;14,21;-0,08;0,44;194.775.645,60
RDOR3;23,94;1,11;32,12;2,41;0,57;17,33;10,55;4,21;12,80;13,28;0,48;0,09;1,35;1,95;-1,07;2,70;7,49;1,78;6,86;0,24;0,75;0,42;;;195.092.219,11;9,95;0,75;1,32;54.805.664.604,60
RECV3;19,17;5,52;5,64;1,30;0,83;40,93;34,59;33,72;5,49;5,32;-0,17;-0,04;1,90;-39,57;-1,02;0,90;23,12;14,74;18,86;0,64;0,36;0,44;;;56.078.015,89;14,71;3,40;0,10;5.622.199.185,42
REDE3;5,78;9,31;9,36;3,21;0,46;28,44;21,67;8,61;3,72;6,69;2,97;2,57;0,81;10,73;-0,63;1,19;34,34;4,93;16,31;0,14;0,79;0,57;10,99;63,59;7.698,96;1,80;0,62;-0,57;12.197.669.101,72
RENT3;55,25;2,70;44,92;2,35;0,81;30,00;20,02;5,08;11,39;16,66;5,27;1,09;2,28;18,06;-1,06;1,24;5,24;1,81;8,23;0,35;0,65;0,36;24,03;20,86;396.078.428,63;23,46;1,23;-1,20;58.584.922.487,00
RLOG3;23,08;;82,76;4,26;0,23;34,71;29,67;1,85;5,17;12,09;6,92;5,71;1,53;1,49;-0,31;2,64;5,15;0,28;5,46;0,05;0,71;0,15;50,58;4,37;;5,41;0,28;-2,42;10.691.215.482,28
RNEW11;3,48;;0,45;0,34;0,11;28,24;335,58;261,71;0,35;1,55;1,20;1,16;1,17;-0,92;-0,11;0,20;75,53;23,56;43,65;0,31;0,69;0,09;-22,41;;23.331,56;10,28;7,77;0,00;289.401.388,96
RNEW3;1,12;;0,43;0,33;0,10;28,24;335,58;261,71;0,34;1,55;1,20;1,16;1,13;-0,88;-0,11;0,20;75,53;23,56;43,65;0,31;0,69;0,09;-22,41;;94.317,59;3,43;2,59;0,00;289.401.388,96
RNEW4;1,12;;0,43;0,33;0,10;28,24;335,58;261,71;0,34;1,55;1,20;1,16;1,13;-0,88;-0,11;0,20;75,53;23,56;43,65;0,31;0,69;0,09;-22,41;;179.811,33;3,43;2,59;0,00;289.401.388,96
ROMI3;12,36;8,03;4,72;0,97;0,48;33,04;19,20;15,83;3,89;5,65;1,76;0,44;0,75;1,38;-1,25;2,31;20,47;10,20;11,62;0,50;0,50;0,64;18,80;43,87;5.160.637,30;12,78;2,62;0,34;1.096.752.796,20
RPAD3;7,79;;10,84;0,61;0,60;;;;12,31;11,04;-1,14;-0,06;;11,41;-0,64;16,67;5,60;5,58;4,82;1,00;0,00;0,00;;6,93;7.781,07;12,83;0,72;0,10;652.327.454,48
RPAD5;7,60;6,57;10,57;0,59;0,59;;;;12,01;11,04;-1,14;-0,06;;11,13;-0,63;16,67;5,60;5,58;4,82;1,00;0,00;0,00;;6,93;8.148,64;12,83;0,72;0,10;652.327.454,48
RPAD6;7,70;;10,71;0,60;0,60;;;;12,17;11,04;-1,14;-0,06;;11,28;-0,63;16,67;5,60;5,58;4,82;1,00;0,00;0,00;;6,93;7.565,50;12,83;0,72;0,10;652.327.454,48
RPMG3;2,30;;-0,17;-0,03;0,03;-13,11;-19,53;-17,30;-0,15;-0,15;0,00;;0,03;-0,04;-0,43;0,52;-20,25;-18,03;22,87;-0,89;1,89;1,04;48,30;;16.574,11;-66,35;-13,44;0,00;155.690.746,70
RRRP3;31,37;;-204,67;1,43;0,40;35,27;4,83;20,30;12,28;24,20;64,13;1,39;1,79;45,40;-0,46;1,08;9,11;2,56;-1,57;0,28;0,72;0,13;118,19;;181.414.492,37;21,89;-0,15;1,75;7.528.327.159,99
RSID3;4,50;;-0,21;-0,08;0,14;100,78;679,93;1.030,45;-0,31;-2,44;-2,12;;;-0,08;-0,31;0,24;-36,43;-67,77;51,03;-1,86;2,86;-0,07;;;262.111,85;-60,00;-21,86;-0,01;90.000.000,00
RSUL3;0,00;;0,00;0,00;0,00;40,14;27,72;17,12;0,00;1,49;-0,37;-0,24;0,00;0,00;0,00;2,16;40,34;19,04;42,77;0,47;0,53;1,11;26,29;12,15;;26,61;10,74;0,00;196.124.685,00
RSUL4;78,60;3,70;7,32;2,95;1,39;40,14;27,72;17,12;4,52;1,49;-0,37;-0,24;1,25;4,94;-2,94;2,16;40,34;19,04;42,77;0,47;0,53;1,11;26,29;12,15;191.884,22;26,61;10,74;0,78;196.124.685,00
SANB11;29,49;5,65;11,83;0,98;0,10;16,51;6,05;9,32;18,22;18,22;;;1,10;;-0,10;;8,25;0,83;;0,10;0,90;0,09;10,04;0,94;74.202.327,52;30,24;2,49;-0,29;110.565.840.347,00
SANB3;13,86;5,73;11,12;0,92;0,09;16,51;6,05;9,32;17,13;18,22;;;1,04;;-0,09;;8,25;0,83;;0,10;0,90;0,09;10,04;0,94;2.189.237,63;15,12;1,25;-0,28;110.565.840.347,00
SANB4;15,36;5,69;12,32;1,02;0,10;16,51;6,05;9,32;18,98;18,22;;;1,15;;-0,10;;8,25;0,83;;0,10;0,90;0,09;10,04;0,94;2.826.205,15;15,12;1,25;-0,31;110.565.840.347,00
SAPR11;23,99;7,64;5,30;0,80;0,41;60,18;34,84;23,19;3,53;5,70;2,17;0,49;1,23;8,74;-0,48;1,47;15,03;7,72;10,93;0,51;0,49;0,33;7,96;14,79;33.567.941,48;30,11;4,52;0,25;7.250.764.080,16
SAPR3;4,67;7,27;5,16;0,78;0,40;60,18;34,84;23,19;3,43;5,70;2,17;0,49;1,20;8,50;-0,47;1,47;15,03;7,72;10,93;0,51;0,49;0,33;7,96;14,79;1.362.924,70;6,02;0,91;0,24;7.250.764.080,16
SAPR4;4,81;7,76;5,32;0,80;0,41;60,18;34,84;23,19;3,54;5,70;2,17;0,49;1,23;8,76;-0,48;1,47;15,03;7,72;10,93;0,51;0,49;0,33;7,96;14,79;10.041.749,74;6,02;0,91;0,25;7.250.764.080,16
SBFG3;7,94;1,71;15,68;0,84;0,24;48,22;6,05;1,89;4,91;11,64;6,73;1,15;0,30;1,36;-0,48;1,53;5,36;1,52;7,42;0,28;0,72;0,80;26,04;-12,36;18.129.139,59;9,44;0,51;-0,20;1.934.890.501,20
SBSP3;61,12;2,09;13,00;1,45;0,73;34,52;21,29;13,52;8,26;11,51;3,25;0,57;1,76;-222,49;-0,82;0,97;11,18;5,59;8,17;0,50;0,50;0,41;8,59;4,99;175.788.088,70;42,06;4,70;0,41;41.776.123.193,28
SCAR3;22,40;;43,09;0,84;0,37;48,54;36,63;3,85;4,53;10,13;5,59;1,04;1,66;2,04;-0,49;3,57;1,95;0,85;8,00;0,44;0,56;0,22;-6,96;-24,11;188.484,11;26,65;0,52;-0,25;1.293.315.945,60
SEDU3;23,80;;-13,36;15,00;1,53;48,36;-15,73;-25,77;-21,89;-27,94;-6,05;4,15;3,44;57,90;-2,27;1,09;-112,29;-11,46;-13,15;0,10;0,90;0,44;12,49;;;1,59;-1,78;0,01;6.238.667.820,00
SEER3;5,89;;-4,69;0,61;0,22;49,92;3,92;-9,17;10,97;18,47;7,50;0,42;0,43;3,80;-0,28;1,34;-13,03;-4,65;3,13;0,36;0,64;0,51;6,36;;7.876.242,26;9,64;-1,26;-0,03;758.169.988,40
SEQL3;0,51;;-0,38;0,29;0,06;11,65;-5,87;-19,02;-1,25;-12,05;-10,81;2,52;0,07;18,11;-0,08;1,01;-75,69;-14,50;-7,97;0,19;0,81;0,76;;;3.453.271,74;1,75;-1,33;0,00;105.562.570,83
SGPS3;1,30;;-0,10;0,17;0,02;13,36;-20,51;-51,81;-0,26;-3,41;-3,15;2,08;0,05;-0,14;-0,04;0,66;-166,58;-23,40;-19,36;0,14;0,86;0,45;-2,95;;1.945.946,48;7,57;-12,62;0,00;65.000.000,00
SHOW3;2,55;;76,85;1,16;0,21;25,30;13,73;0,56;3,12;3,50;0,38;0,14;0,43;8,79;-0,77;1,03;1,51;0,28;16,63;0,18;0,81;0,50;-12,84;-44,98;249.691,52;2,19;0,03;-0,70;171.902.203,95
SHUL3;111,89;0,24;125,98;33,44;17,43;28,44;19,28;14,95;97,68;45,45;0,13;0,04;18,84;42,02;-48,46;2,84;26,54;13,84;19,47;0,52;0,48;0,93;24,97;51,23;;3,35;0,89;2,85;18.554.410.238,84
SHUL4;7,18;4,14;8,08;2,15;1,12;28,44;19,28;14,95;6,27;45,45;0,13;0,04;1,21;2,70;-3,11;2,84;26,54;13,84;19,47;0,52;0,48;0,93;24,97;51,23;3.140.899,59;3,35;0,89;0,18;18.554.410.238,84
SIMH3;7,46;2,11;30,22;1,99;0,10;28,97;19,09;0,71;1,12;6,99;5,87;10,44;0,21;0,75;-0,15;1,87;6,57;0,34;11,41;0,05;0,90;0,49;27,43;;31.762.592,07;3,76;0,25;-0,42;6.254.523.001,14
SLCE3;37,91;7,77;9,32;1,62;0,55;29,46;22,43;10,34;4,30;6,18;1,88;0,71;0,96;2,24;-1,09;1,99;17,39;5,93;16,21;0,34;0,64;0,57;34,00;20,93;47.582.992,19;23,38;4,07;-0,24;8.592.864.766,78
SLED3;3,21;;0,45;-0,08;0,48;47,85;73,94;92,71;0,56;0,95;0,65;;0,42;-0,20;-0,72;0,12;-18,07;107,04;-15,91;-5,92;6,92;1,15;-45,03;;4.387,67;-39,57;7,15;-0,02;16.497.692,59
SLED4;1,60;;0,22;-0,04;0,24;47,85;73,94;92,71;0,28;0,95;0,65;;0,21;-0,10;-0,36;0,12;-18,07;107,04;-15,91;-5,92;6,92;1,15;-45,03;;207.054,67;-39,57;7,15;-0,01;16.497.692,59
SMFT3;20,90;1,69;30,66;2,68;0,97;37,73;31,80;22,27;21,48;22,52;1,05;0,13;6,83;10,38;-1,32;1,55;8,75;3,16;6,60;0,36;0,64;0,14;31,49;;40.483.528,59;7,79;0,68;-0,16;12.252.463.840,10
SMLS3;22,40;;10,78;4,09;1,02;85,18;41,42;39,07;10,17;9,93;-0,24;-0,10;4,21;18,78;-2,54;1,10;37,96;9,43;24,47;0,25;0,75;0,24;;;;5,47;2,08;-0,33;2.781.160.547,20
SMTO3;34,35;4,79;11,99;2,06;0,65;31,37;30,95;16,17;6,26;9,66;3,39;1,11;1,94;3,96;-0,93;2,17;17,16;5,39;11,29;0,31;0,69;0,33;14,04;15,59;50.700.086,52;16,70;2,87;-0,36;12.160.289.151,15
SNSY3;5,50;;-0,15;-0,02;0,08;25,14;6,63;-33,10;0,74;3,65;2,23;;0,05;2,85;-0,20;1,05;-15,19;-56,19;-3,24;-3,70;4,73;1,70;16,67;;7.386,53;-245,68;-37,32;0,00;82.048.098,40
SNSY5;3,87;;-0,10;-0,02;0,06;25,14;6,63;-33,10;0,52;3,65;2,23;;0,03;2,01;-0,14;1,05;-15,19;-56,19;-3,24;-3,70;4,73;1,70;16,67;;35.230,81;-245,68;-37,32;0,00;82.048.098,40
SNSY6;13,33;;-0,36;-0,05;0,20;25,14;6,63;-33,10;1,78;3,65;2,23;;0,12;6,92;-0,49;1,05;-15,19;-56,19;-3,24;-3,70;4,73;1,70;16,67;;;-245,68;-37,32;-0,01;82.048.098,40
SOJA3;13,39;0,62;8,77;1,91;0,73;14,23;10,88;9,82;7,91;9,66;1,74;0,42;0,86;2,54;-2,50;1,69;21,80;8,35;11,41;0,38;0,51;0,85;53,23;;4.053.668,04;7,00;1,53;0,17;1.568.508.965,14
SOMA3;6,19;1,64;15,73;0,64;0,45;56,65;8,85;6,00;10,67;13,35;2,68;0,16;0,94;2,67;-0,66;2,16;4,10;2,87;4,24;0,70;0,30;0,48;36,69;31,09;84.372.907,93;9,61;0,39;-0,85;4.857.586.238,87
SOND3;46,01;12,04;6,90;2,03;1,22;40,78;17,50;10,01;3,95;3,32;-1,13;-0,58;0,69;3,32;-3,54;2,29;29,45;17,73;24,27;0,60;0,40;1,77;23,50;38,59;;22,63;6,67;1,73;127.489.060,00
SOND5;55,00;11,08;8,25;2,43;1,46;40,78;17,50;10,01;4,72;3,32;-1,13;-0,58;0,83;3,96;-4,23;2,29;29,45;17,73;24,27;0,60;0,40;1,77;23,50;38,59;7.850,00;22,63;6,67;2,07;127.489.060,00
SOND6;54,20;11,24;8,13;2,39;1,44;40,78;17,50;10,01;4,65;3,32;-1,13;-0,58;0,81;3,91;-4,17;2,29;29,45;17,73;24,27;0,60;0,40;1,77;23,50;38,59;6.066,17;22,63;6,67;2,04;127.489.060,00
SPRI3;21,72;;-3,32;2,45;2,36;;;;-3,00;-2,46;0,17;-0,14;;4,61;-4,93;66,47;-73,82;-71,18;-81,66;0,96;0,04;0,00;;;;8,86;-6,54;-0,01;48.073.731,88
SPRI5;8,52;;-1,30;0,96;0,93;;;;-1,18;-2,46;0,17;-0,14;;1,81;-1,93;66,47;-73,82;-71,18;-81,66;0,96;0,04;0,00;;;;8,86;-6,54;0,00;48.073.731,88
SPRI6;11,00;;-1,68;1,24;1,20;;;;-1,52;-2,46;0,17;-0,14;;2,34;-2,49;66,47;-73,82;-71,18;-81,66;0,96;0,04;0,00;;;;8,86;-6,54;0,00;48.073.731,88
SPRT3B;76,40;;1.816,79;-30.200,65;2.765.162,30;;;;1.078,02;1.078,02;0,00;;;-30.200,65;;0,01;-1.662,31;152.200,75;-2.801,49;-91,56;92,56;0,00;;;;0,00;0,04;-16,21;370.531.748,80
SQIA3;27,37;0,20;2.744,55;3,76;1,50;41,54;8,48;0,13;43,24;47,04;3,79;0,33;3,67;27,05;-1,83;1,44;0,14;0,05;4,28;0,40;0,58;0,41;35,51;-34,84;42.950.538,59;7,27;0,01;-28,82;2.406.971.773,64
STBP3;7,86;5,68;18,21;3,12;1,55;44,75;30,07;19,38;11,73;11,43;-0,31;-0,08;3,53;43,78;-1,88;1,25;17,12;8,49;18,43;0,50;0,50;0,44;18,58;;41.822.942,11;2,52;0,43;14,21;6.792.379.100,34
STKF3;0,00;;0,00;0,00;0,00;50,34;41,79;41,59;0,00;2,51;2,51;0,28;0,00;0,00;0,00;2,44;10,96;7,08;6,04;0,65;0,35;0,17;22,63;114,47;;7,66;0,84;0,00;0,00
STTR3;0,00;;0,00;0,00;0,00;31,37;17,25;14,11;0,00;-0,22;-0,22;-0,09;0,00;0,00;0,00;2,46;32,10;17,86;25,38;0,56;0,44;1,27;22,02;;;2,91;0,94;0,00;0,00
SULA11;22,25;0,27;52,23;1,13;0,31;4,25;-3,34;0,83;-12,92;6,54;19,47;-1,71;0,43;0,85;-0,91;2,29;2,17;0,60;-8,72;0,28;0,72;0,73;4,58;-23,56;98.011.165,19;19,64;0,43;-0,94;9.475.042.424,17
SULA3;7,43;0,27;52,32;1,13;0,31;4,25;-3,34;0,83;-12,95;6,54;19,47;-1,71;0,43;0,85;-0,91;2,29;2,17;0,60;-8,72;0,28;0,72;0,73;4,58;-23,56;43.292,81;6,55;0,14;-0,95;9.475.042.424,17
SULA4;7,63;0,26;53,73;1,17;0,32;4,25;-3,34;0,83;-13,30;6,54;19,47;-1,71;0,44;0,88;-0,93;2,29;2,17;0,60;-8,72;0,28;0,72;0,73;4,58;-23,56;90.108,19;6,55;0,14;-0,97;9.475.042.424,17
SUZB3;53,43;3,36;4,15;1,69;0,50;42,65;37,39;38,93;4,33;7,88;3,55;1,39;1,62;2,87;-0,68;2,82;40,79;12,03;9,58;0,29;0,70;0,31;36,49;56,62;380.315.201,81;31,54;12,86;-0,63;70.747.604.169,45
SYNE3;3,78;;-16,06;0,38;0,14;49,18;32,31;-8,48;4,21;9,26;5,04;0,46;1,36;1,80;-0,16;4,21;-2,38;-0,90;3,01;0,38;0,36;0,11;1,23;;1.569.590,59;9,87;-0,24;0,16;576.996.002,10
TAEE11;35,66;9,48;10,52;1,84;0,65;70,93;77,68;49,81;6,75;11,19;4,45;1,21;5,24;5,10;-0,81;3,03;17,46;6,21;10,59;0,36;0,64;0,12;19,43;12,49;66.808.470,67;19,42;3,39;-0,24;12.284.831.023,62
TAEE3;11,86;9,50;10,50;1,83;0,65;70,93;77,68;49,81;6,73;11,19;4,45;1,21;5,23;5,09;-0,81;3,03;17,46;6,21;10,59;0,36;0,64;0,12;19,43;12,49;1.575.807,67;6,47;1,13;-0,24;12.284.831.023,62
TAEE4;11,92;9,46;10,55;1,84;0,65;70,93;77,68;49,81;6,76;11,19;4,45;1,21;5,25;5,11;-0,81;3,03;17,46;6,21;10,59;0,36;0,64;0,12;19,43;12,49;2.989.516,22;6,47;1,13;-0,24;12.284.831.023,62
TASA3;14,19;9,84;7,77;1,62;0,83;38,11;17,69;11,80;5,18;6,20;1,04;0,33;0,92;3,68;-2,01;1,62;20,87;10,66;14,49;0,51;0,49;0,90;29,58;;274.965,67;8,75;1,83;-0,13;1.788.923.706,46
TASA4;14,09;9,91;7,71;1,61;0,82;38,11;17,69;11,80;5,14;6,20;1,04;0,33;0,91;3,66;-1,99;1,62;20,87;10,66;14,49;0,51;0,49;0,90;29,58;;6.112.376,96;8,75;1,83;-0,12;1.788.923.706,46
TCNO3;1,20;;-7,52;-8,40;0,03;;;;-6,81;-34,51;-28,98;;;-0,08;-0,04;0,28;-111,63;-0,45;-3,55;0,00;1,00;0,00;;;;-0,14;-0,16;-0,28;6.451.072,50
TCNO4;0,85;;-5,33;-5,95;0,02;;;;-4,82;-34,51;-28,98;;;-0,06;-0,03;0,28;-111,63;-0,45;-3,55;0,00;1,00;0,00;;;;-0,14;-0,16;-0,20;6.451.072,50
TCSA3;2,81;;7,91;0,35;0,13;16,40;11,14;6,69;4,75;16,29;11,54;0,84;0,53;0,35;-0,28;3,54;4,37;1,67;2,52;0,38;0,60;0,25;-5,08;;273.438,56;8,13;0,36;-0,06;206.870.036,30
TECN3;3,47;2,36;4,66;0,65;0,38;55,00;17,30;15,45;4,16;3,86;-0,30;-0,05;0,72;0,75;-1,09;4,30;13,89;8,11;11,06;0,58;0,42;0,52;0,65;;562.933,59;5,36;0,74;0,10;246.044.566,05
TEKA3;8,23;;-0,03;0,00;0,00;18,21;-36,98;-54,76;-0,04;-5,30;-5,26;;0,02;0,00;0,00;0,04;-7,57;-13,48;7,09;-1,78;2,78;0,25;15,05;;;-3.962,89;-300,06;0,00;4.801.388,45
TEKA4;10,20;;-0,03;0,00;0,00;18,21;-36,98;-54,76;-0,05;-5,30;-5,26;;0,02;0,00;-0,01;0,04;-7,57;-13,48;7,09;-1,78;2,78;0,25;15,05;;18.294,71;-3.962,89;-300,06;0,00;4.801.388,45
TELB3;15,85;;-386,66;0,82;0,34;-50,89;13,72;-0,91;25,56;4,49;-19,83;-0,63;3,51;1,03;-0,56;5,70;-0,21;-0,09;2,96;0,41;0,59;0,10;36,54;;17.038,89;19,41;-0,04;3,95;1.302.905.008,90
TELB4;12,25;;-298,84;0,63;0,26;-50,89;13,72;-0,91;19,76;4,49;-19,83;-0,63;2,71;0,79;-0,43;5,70;-0,21;-0,09;2,96;0,41;0,59;0,10;36,54;;44.670,52;19,41;-0,04;3,05;1.302.905.008,90
TEND3;13,65;;-3,04;2,48;0,40;14,17;-7,25;-21,54;-9,03;-13,10;-4,07;1,12;0,65;8,50;-0,70;1,12;-81,66;-13,23;-11,34;0,16;0,84;0,61;-17,27;;41.660.078,37;5,50;-4,49;-0,04;1.680.236.457,90
TESA3;48,00;;-13,30;1,62;0,52;15,86;9,39;-7,58;10,73;17,39;6,66;1,01;1,01;-11,10;-0,74;0,86;-12,18;-3,94;3,93;0,32;0,68;0,52;7,32;;;29,64;-3,61;0,83;1.389.696.672,00
TFCO4;13,64;1,25;116,51;35,03;21,77;58,01;22,39;17,90;93,15;16,10;0,42;0,16;20,85;44,50;-76,82;3,15;30,07;18,68;25,50;0,62;0,38;1,04;22,58;26,89;1.584.857,19;0,39;0,12;6,30;2.178.553.540,46
TGMA3;24,98;4,68;8,81;2,01;1,41;19,68;14,88;12,15;7,20;6,81;-0,39;-0,11;1,07;4,15;-2,81;3,20;22,82;16,04;17,56;0,70;0,30;1,32;4,80;12,51;4.014.497,41;12,42;2,83;0,21;1.648.752.816,70
TIET11;12,54;;4,38;2,25;0,46;74,66;61,76;49,46;3,51;7,15;3,64;2,34;2,16;1.031,49;-0,52;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;5,57;2,87;0,02;5.004.795.800,93
TIET3;3,49;;6,09;3,13;0,64;74,66;61,76;49,46;4,88;7,15;3,64;2,34;3,01;1.435,37;-0,72;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;1,11;0,57;0,03;5.004.795.800,93
TIET4;3,51;;6,13;3,15;0,64;74,66;61,76;49,46;4,91;7,15;3,64;2,34;3,03;1.443,59;-0,72;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;1,11;0,57;0,03;5.004.795.800,93
TIMS3;17,23;4,80;18,19;1,63;0,75;51,02;17,14;9,81;10,41;10,50;0,10;0,02;1,78;-14,47;-0,92;0,79;8,97;4,10;12,16;0,46;0,54;0,42;5,81;13,18;118.354.508,44;10,56;0,95;2,69;41.710.459.777,54
TKNO3;69,63;;7,05;0,75;0,61;20,70;14,32;10,54;5,19;4,11;-0,75;-0,11;0,74;1,58;-1,31;3,65;10,69;8,70;12,50;0,81;0,19;0,83;19,94;;;92,42;9,88;-0,12;192.152.382,63
TKNO4;60,00;5,25;6,07;0,65;0,53;20,70;14,32;10,54;4,47;4,11;-0,75;-0,11;0,64;1,36;-1,13;3,65;10,69;8,70;12,50;0,81;0,19;0,83;19,94;;6.000,00;92,42;9,88;-0,11;192.152.382,63
TOTS3;30,98;1,42;25,00;4,06;2,18;70,36;17,31;18,09;26,13;24,29;-1,84;-0,29;4,52;7,49;-3,90;2,97;16,23;8,73;8,68;0,54;0,43;0,48;11,23;52,41;99.383.128,33;7,64;1,24;0,40;19.120.334.947,38
TOYB3;2,29;;-43,94;-4,97;4,03;24,06;-10,70;-10,96;-45,00;-47,62;-0,63;;4,81;-5,93;-11,89;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,47;71.890.222,22
TOYB4;2,50;;-47,96;-5,43;4,40;24,06;-10,70;-10,96;-49,12;-47,62;-0,63;;5,26;-6,47;-12,98;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,52;71.890.222,22
TPIS3;4,05;;-0,82;0,23;0,06;-1,15;-13,41;-25,48;-1,56;-15,34;-13,78;2,07;0,21;-0,50;-0,07;0,30;-28,47;-7,75;-5,86;0,27;0,73;0,30;-5,55;;251.813,78;17,29;-4,92;0,00;178.200.000,00
TRAD3;0,98;;-2,21;0,57;0,53;30,23;-160,83;-202,48;-2,78;-1,61;1,17;-0,24;4,47;2,27;-0,75;4,92;-25,59;-24,02;-20,45;0,94;0,06;0,12;;;602.642,63;1,73;-0,44;0,00;274.544.195,24
TRIS3;5,07;2,71;10,08;0,72;0,35;25,60;31,39;10,47;3,36;5,90;2,54;0,55;1,06;0,74;-1,37;2,83;7,17;3,50;10,90;0,49;0,49;0,33;11,47;21,81;4.843.460,37;7,02;0,50;0,61;946.150.917,66
TRPL3;31,97;3,32;8,92;1,17;0,60;59,76;62,57;41,02;5,85;6,98;2,00;0,40;3,66;7,59;-0,72;1,90;13,14;6,72;11,65;0,51;0,47;0,16;15,07;11,59;94.739,04;27,28;3,59;-1,05;17.945.142.678,72
TRPL4;24,19;4,39;6,75;0,89;0,45;59,76;62,57;41,02;4,42;6,98;2,00;0,40;2,77;5,75;-0,54;1,90;13,14;6,72;11,65;0,51;0,47;0,16;15,07;11,59;102.078.051,07;27,28;3,59;-0,79;17.945.142.678,72
TRPN3;0,71;;0,44;0,54;0,40;100,00;71,70;59,29;0,37;-0,36;-0,72;-1,07;0,26;0,59;-6,13;3,61;122,35;90,00;90,82;0,74;0,26;1,52;-0,48;-0,38;;1,31;1,60;0,00;32.162.716,00
TTEN3;10,62;1,08;8,45;1,67;0,80;14,89;6,79;7,71;9,59;9,81;0,21;0,04;0,65;3,61;-2,25;1,52;19,74;9,46;9,54;0,48;0,52;1,23;;;17.842.204,33;6,37;1,26;0,39;5.291.921.011,14
TUPY3;25,49;4,83;8,11;1,18;0,37;17,79;6,67;4,10;4,99;8,01;3,03;0,72;0,33;1,18;-0,97;2,06;14,57;4,62;10,28;0,32;0,68;1,13;22,39;24,17;14.666.685,59;21,56;3,14;4,67;3.675.084.475,00
TXRX3;9,00;;-5,44;-0,11;0,17;26,92;10,05;-3,63;1,97;16,69;15,51;;0,20;-0,19;-0,34;0,37;-2,04;-3,07;-44,45;-1,51;2,51;0,84;20,12;;900,00;-81,16;-1,65;0,08;22.862.746,44
TXRX4;3,48;;-2,10;-0,04;0,06;26,92;10,05;-3,63;0,76;16,69;15,51;;0,08;-0,07;-0,13;0,37;-2,04;-3,07;-44,45;-1,51;2,51;0,84;20,12;;5.183,86;-81,16;-1,65;0,03;22.862.746,44
UCAS3;2,65;6,85;10,27;0,91;0,59;34,46;4,87;7,46;15,75;14,43;-1,32;-0,08;0,77;39,70;-0,85;1,05;8,85;5,70;5,06;0,64;0,36;0,76;9,24;;75.571,19;2,92;0,26;-0,19;175.128.864,60
UGPA3;23,44;1,49;19,06;2,16;0,76;5,48;2,33;1,01;8,29;10,99;2,70;0,70;0,19;3,21;-1,48;1,97;11,34;4,00;9,73;0,35;0,63;3,95;12,42;-2,72;135.483.391,00;10,85;1,23;-1,11;26.140.580.765,60
UNIP3;66,60;9,43;8,83;2,65;1,18;38,90;24,82;12,50;4,45;4,71;-0,02;-0,01;1,10;5,80;-1,98;2,00;30,02;13,34;25,49;0,44;0,55;1,07;19,21;20,95;755.582,70;25,12;7,54;-0,13;7.352.610.446,93
